fid,CD_MUN,NM_MUN,SIGLA,tot_13_22,porcent_13,porcent_22,normal_13_22,tot_13,tot_22,subt_13_22
3338,"3506300",Bernardino de Campos,SP,5620,38.6654804270463,61.3345195729537,-0.226690391459075,2173,3447,-1274
3339,"3506359",Bertioga,SP,31815,44.4350149300644,55.5649850699356,-0.111299701398711,14137,17678,-3541
3340,"3506409",Bilac,SP,4511,30.7692307692308,69.2307692307692,-0.384615384615385,1388,3123,-1735
3341,"3506508",Birigui,SP,60688,27.4156340627472,72.5843659372528,-0.451687318745057,16638,44050,-27412
3342,"3506607",Biritiba Mirim,SP,15553,41.7668616987076,58.2331383012924,-0.164662766025847,6496,9057,-2561
3343,"3506706",Boa Esperança do Sul,SP,7217,59.7478176527643,40.2521823472357,0.194956353055286,4312,2905,1407
3344,"3506805",Bocaina,SP,10406,52.4697290024986,47.5302709975014,0.0493945800499711,5460,4946,514
3345,"3506904",Bofete,SP,5317,39.9661463231145,60.0338536768855,-0.200677073537709,2125,3192,-1067
3346,"3507001",Boituva,SP,30454,34.3074801339726,65.6925198660275,-0.313850397320549,10448,20006,-9558
3347,"3507100",Bom Jesus dos Perdões,SP,12372,39.1448431943097,60.8551568056903,-0.217103136113805,4843,7529,-2686
3348,"3507159",Bom Sucesso de Itararé,SP,2364,57.4027072758037,42.5972927241963,0.148054145516074,1357,1007,350
3349,"3507209",Borá,SP,763,41.8086500655308,58.1913499344692,-0.163826998689384,319,444,-125
3350,"3507308",Boracéia,SP,2739,43.227455275648,56.772544724352,-0.135450894487039,1184,1555,-371
3351,"3507407",Borborema,SP,10873,45.9578773107698,54.0421226892302,-0.080842453784604,4997,5876,-879
3352,"3507456",Borebi,SP,1563,43.1222008957134,56.8777991042866,-0.137555982085733,674,889,-215
3353,"3507506",Botucatu,SP,71310,42.4933389426448,57.5066610573552,-0.150133221147104,30302,41008,-10706
3354,"3507605",Bragança Paulista,SP,87949,33.4500676528443,66.5499323471557,-0.330998646943115,29419,58530,-29111
3355,"3507704",Braúna,SP,3171,31.7250078839483,68.2749921160517,-0.365499842321034,1006,2165,-1159
3356,"3507753",Brejo Alegre,SP,1851,55.861696380335,44.138303619665,0.117233927606699,1034,817,217
3357,"3507803",Brodowski,SP,12319,33.2007468138648,66.7992531861352,-0.335985063722705,4090,8229,-4139
3358,"3507902",Brotas,SP,11873,30.4556556893793,69.5443443106207,-0.390886886212415,3616,8257,-4641
3359,"3508009",Buri,SP,10758,40.1282766313441,59.8717233686559,-0.197434467373118,4317,6441,-2124
3360,"3508108",Buritama,SP,9096,36.8843447669305,63.1156552330695,-0.26231310466139,3355,5741,-2386
3361,"3508207",Buritizal,SP,2739,30.8141657539248,69.1858342460752,-0.383716684921504,844,1895,-1051
3362,"3508306",Cabrália Paulista,SP,2365,48.7526427061311,51.2473572938689,-0.0249471458773785,1153,1212,-59
3363,"3508405",Cabreúva,SP,24259,39.2720227544417,60.7279772455583,-0.214559544911167,9527,14732,-5205
3364,"3508504",Caçapava,SP,49154,33.9504414696668,66.0495585303332,-0.320991170606665,16688,32466,-15778
3365,"3508603",Cachoeira Paulista,SP,16719,42.5085232370357,57.4914767629643,-0.149829535259286,7107,9612,-2505
3366,"3508702",Caconde,SP,9368,45.4739538855679,54.5260461144321,-0.0905209222886422,4260,5108,-848
3367,"3508801",Cafelândia,SP,18364,36.2448268351122,63.7551731648878,-0.275103463297756,6656,11708,-5052
3368,"3508900",Caiabu,SP,2478,50.4842615012107,49.5157384987893,0.00968523002421314,1251,1227,24
3369,"3509007",Caieiras,SP,47526,50.5596936413752,49.4403063586248,0.0111938728275049,24029,23497,532
3370,"3509106",Caiuá,SP,2684,58.9791356184799,41.0208643815201,0.179582712369598,1583,1101,482
3371,"3509205",Cajamar,SP,45237,51.6745142250812,48.3254857749188,0.0334902845016248,23376,21861,1515
3372,"3509254",Cajati,SP,15447,33.4692820612417,66.5307179387583,-0.330614358775167,5170,10277,-5107
3373,"3509304",Cajobi,SP,5473,40.0694317558926,59.9305682441074,-0.198611364882149,2193,3280,-1087
3374,"3509403",Cajuru,SP,12616,49.4372225745086,50.5627774254914,-0.0112555485098287,6237,6379,-142
3375,"3509452",Campina do Monte Alegre,SP,3377,41.042345276873,58.957654723127,-0.179153094462541,1386,1991,-605
3376,"3509502",Campinas,SP,580657,44.7722149220624,55.2277850779376,-0.104555701558752,259973,320684,-60711
3377,"3509601",Campo Limpo Paulista,SP,40482,43.3427202213329,56.6572797786671,-0.133145595573341,17546,22936,-5390
3378,"3509700",Campos do Jordão,SP,24216,38.8255698711596,61.1744301288404,-0.223488602576809,9402,14814,-5412
3379,"3509809",Campos Novos Paulista,SP,2688,37.6488095238095,62.3511904761905,-0.247023809523809,1012,1676,-664
3380,"3509908",Cananéia,SP,6706,43.0659111243662,56.9340888756338,-0.138681777512675,2888,3818,-930
3381,"3509957",Canas,SP,2691,42.1776291341509,57.8223708658491,-0.156447417316982,1135,1556,-421
3382,"3510005",Cândido Mota,SP,16480,31.6990291262136,68.3009708737864,-0.366019417475728,5224,11256,-6032
3383,"3510104",Cândido Rodrigues,SP,1770,34.3502824858757,65.6497175141243,-0.312994350282486,608,1162,-554
3384,"3510153",Canitar,SP,2856,50.7002801120448,49.2997198879552,0.0140056022408963,1448,1408,40
3385,"3510203",Capão Bonito,SP,23399,40.2837728108039,59.7162271891961,-0.194324543783922,9426,13973,-4547
3386,"3510302",Capela do Alto,SP,9998,33.0366073214643,66.9633926785357,-0.339267853570714,3303,6695,-3392
3387,"3510401",Capivari,SP,26446,32.322468426227,67.677531573773,-0.35355063147546,8548,17898,-9350
3388,"3510500",Caraguatatuba,SP,69684,41.507376155215,58.492623844785,-0.169852476895701,28924,40760,-11836
3389,"3510609",Carapicuíba,SP,195877,56.5528367291719,43.4471632708281,0.131056734583438,110774,85103,25671
3390,"3510708",Cardoso,SP,6414,47.8640473963205,52.1359526036794,-0.0427190520735891,3070,3344,-274
3391,"3510807",Casa Branca,SP,13217,33.8881743209503,66.1118256790497,-0.322236513580994,4479,8738,-4259
3392,"3510906",Cássia dos Coqueiros,SP,1764,48.469387755102,51.530612244898,-0.0306122448979591,855,909,-54
3393,"3511003",Castilho,SP,10701,57.4432296047098,42.5567703952902,0.148864592094197,6147,4554,1593
3394,"3511102",Catanduva,SP,60126,31.4655889299138,68.5344110700862,-0.370688221401723,18919,41207,-22288
3395,"3511201",Catiguá,SP,4151,34.3290773307637,65.6709226692363,-0.313418453384727,1425,2726,-1301
3396,"3511300",Cedral,SP,11629,57.2534181786912,42.7465818213088,0.145068363573824,6658,4971,1687
3397,"3511409",Cerqueira César,SP,9850,41.2994923857868,58.7005076142132,-0.174010152284264,4068,5782,-1714
3398,"3511508",Cerquilho,SP,24331,28.194484402614,71.805515597386,-0.436110311947721,6860,17471,-10611
3399,"3511607",Cesário Lange,SP,8836,30.7265731100045,69.2734268899955,-0.385468537799909,2715,6121,-3406
3400,"3511706",Charqueada,SP,9229,31.3468414779499,68.6531585220501,-0.373063170441001,2893,6336,-3443
3401,"3511904",Clementina,SP,3954,37.2534142640364,62.7465857359636,-0.254931714719272,1473,2481,-1008
3402,"3512001",Colina,SP,9706,48.8254687821966,51.1745312178034,-0.0234906243560684,4739,4967,-228
3403,"3512100",Colômbia,SP,3873,49.5223341079267,50.4776658920733,-0.00955331784146658,1918,1955,-37
3404,"3512209",Conchal,SP,15858,27.9669567410771,72.0330432589229,-0.440660865178459,4435,11423,-6988
3405,"3512308",Conchas,SP,8465,30.6910809214412,69.3089190785588,-0.386178381571175,2598,5867,-3269
3406,"3512407",Cordeirópolis,SP,13648,35.0967174677608,64.9032825322392,-0.298065650644783,4790,8858,-4068
3407,"3512506",Coroados,SP,3058,32.2105951602354,67.7894048397646,-0.355788096795291,985,2073,-1088
3408,"3512605",Coronel Macedo,SP,2825,63.4690265486726,36.5309734513274,0.269380530973451,1793,1032,761
3409,"3512704",Corumbataí,SP,2357,30.1230377598642,69.8769622401358,-0.397539244802715,710,1647,-937
3410,"3512803",Cosmópolis,SP,31233,43.2459257836263,56.7540742163737,-0.135081484327474,13507,17726,-4219
3411,"3512902",Cosmorama,SP,5143,40.1711063581567,59.8288936418433,-0.196577872836866,2066,3077,-1011
3412,"3513009",Cotia,SP,122863,53.1347924110595,46.8652075889405,0.0626958482211894,65283,57580,7703
3413,"3513108",Cravinhos,SP,17567,34.0866397222064,65.9133602777936,-0.318267205555872,5988,11579,-5591
3414,"3513207",Cristais Paulista,SP,5056,43.3742088607595,56.6257911392405,-0.13251582278481,2193,2863,-670
3415,"3513306",Cruzália,SP,1477,37.914691943128,62.085308056872,-0.241706161137441,560,917,-357
3416,"3513405",Cruzeiro,SP,38645,41.7854832449217,58.2145167550783,-0.164290335101566,16148,22497,-6349
3417,"3513504",Cubatão,SP,64325,54.1748931208706,45.8251068791294,0.0834978624174116,34848,29477,5371
3418,"3513603",Cunha,SP,12138,46.482122260669,53.517877739331,-0.0703575547866205,5642,6496,-854
3419,"3513702",Descalvado,SP,16112,31.9699602780536,68.0300397219464,-0.360600794438928,5151,10961,-5810
3420,"3513801",Diadema,SP,229044,63.099229842301,36.900770157699,0.261984596846021,144525,84519,60006
3421,"3513850",Dirce Reis,SP,1147,50.8282476024411,49.1717523975588,0.016564952048823,583,564,19
3422,"3513900",Divinolândia,SP,6613,32.7839104793588,67.2160895206412,-0.344321790412823,2168,4445,-2277
3423,"3514007",Dobrada,SP,4553,57.8519657368768,42.1480342631232,0.157039314737536,2634,1919,715
3424,"3514106",Dois Córregos,SP,12618,35.0055476303693,64.9944523696307,-0.299889047392614,4417,8201,-3784
3425,"3514205",Dolcinópolis,SP,1580,62.9113924050633,37.0886075949367,0.258227848101266,994,586,408
3426,"3514304",Dourado,SP,4672,44.3921232876712,55.6078767123288,-0.112157534246575,2074,2598,-524
3427,"3514403",Dracena,SP,23686,29.2704551211686,70.7295448788314,-0.414590897576628,6933,16753,-9820
3428,"3514502",Duartina,SP,6938,42.0149899106371,57.9850100893629,-0.159700201787259,2915,4023,-1108
3429,"3514601",Dumont,SP,5120,36.875,63.125,-0.2625,1888,3232,-1344
3430,"3514700",Echaporã,SP,3625,37.9862068965517,62.0137931034483,-0.240275862068966,1377,2248,-871
3431,"3514809",Eldorado,SP,13295,44.2798044377586,55.7201955622415,-0.114403911244829,5887,7408,-1521
3432,"3514908",Elias Fausto,SP,9727,33.1448545286316,66.8551454713684,-0.337102909427367,3224,6503,-3279
3433,"3514924",Elisiário,SP,1978,33.2153690596562,66.7846309403438,-0.335692618806876,657,1321,-664
3434,"3514957",Embaúba,SP,1713,43.666082895505,56.333917104495,-0.126678342089901,748,965,-217
3435,"3515004",Embu das Artes,SP,137210,60.6930981706873,39.3069018293127,0.213861963413745,83277,53933,29344
3436,"3515103",Embu-Guaçu,SP,34303,53.8087047780078,46.1912952219922,0.076174095560155,18458,15845,2613
3437,"3515129",Emilianópolis,SP,2012,49.2047713717694,50.7952286282306,-0.0159045725646124,990,1022,-32
3438,"3515152",Engenheiro Coelho,SP,10341,37.1917609515521,62.8082390484479,-0.256164780968959,3846,6495,-2649
3439,"3515186",Espírito Santo do Pinhal,SP,21101,37.6475048575897,62.3524951424103,-0.247049902848206,7944,13157,-5213
3440,"3515194",Espírito Santo do Turvo,SP,2379,50.021017234132,49.978982765868,0.000420344682639779,1190,1189,1
3441,"3515202",Estrela d'Oeste,SP,4829,34.1478566991095,65.8521433008904,-0.317042866017809,1649,3180,-1531
3442,"3515301",Estrela do Norte,SP,3930,54.5547073791349,45.4452926208651,0.0910941475826972,2144,1786,358
3443,"3515350",Euclides da Cunha Paulista,SP,4373,66.4303681683055,33.5696318316945,0.32860736336611,2905,1468,1437
3444,"3515400",Fartura,SP,8657,47.8572253667552,52.1427746332448,-0.0428554926648954,4143,4514,-371
3445,"3515509",Fernandópolis,SP,35115,38.7384308699986,61.2615691300014,-0.225231382600029,13603,21512,-7909
3446,"3515608",Fernando Prestes,SP,3506,35.0541928123217,64.9458071876783,-0.298916143753565,1229,2277,-1048
3447,"3515657",Fernão,SP,1068,36.3295880149813,63.6704119850187,-0.273408239700374,388,680,-292
3448,"3515707",Ferraz de Vasconcelos,SP,89208,58.3243655277554,41.6756344722446,0.166487310555107,52030,37178,14852
3449,"3515806",Flora Rica,SP,1072,52.5186567164179,47.4813432835821,0.0503731343283582,563,509,54
3450,"3515905",Floreal,SP,1907,45.2018877818563,54.7981122181437,-0.0959622443628736,862,1045,-183
3451,"3516002",Flórida Paulista,SP,5582,38.713722680043,61.286277319957,-0.22572554639914,2161,3421,-1260
3452,"3516101",Florínea,SP,1926,53.0114226375909,46.9885773624091,0.0602284527518173,1021,905,116
3453,"3516200",Franca,SP,166751,37.2567480854688,62.7432519145312,-0.254865038290625,62126,104625,-42499
3454,"3516309",Francisco Morato,SP,87179,63.3638835040549,36.6361164959451,0.267277670081097,55240,31939,23301
3455,"3516408",Franco da Rocha,SP,69949,57.5147607542638,42.4852392457362,0.150295215085276,40231,29718,10513
3456,"3516507",Gabriel Monteiro,SP,1854,29.4498381877023,70.5501618122977,-0.411003236245955,546,1308,-762
3457,"3516606",Gália,SP,3447,53.3217290397447,46.6782709602553,0.0664345807948941,1838,1609,229
3458,"3516705",Garça,SP,22804,32.9679003683564,67.0320996316436,-0.340641992632871,7518,15286,-7768
3459,"3516804",Gastão Vidigal,SP,2108,58.3017077798861,41.6982922201139,0.166034155597723,1229,879,350
3460,"3516853",Gavião Peixoto,SP,2842,59.81703026038,40.18296973962,0.1963406052076,1700,1142,558
3461,"3516903",General Salgado,SP,5762,36.9663311350226,63.0336688649774,-0.260673377299549,2130,3632,-1502
3462,"3517000",Getulina,SP,4943,45.114303054825,54.885696945175,-0.0977139389034999,2230,2713,-483
3463,"3517109",Glicério,SP,2734,43.0870519385516,56.9129480614484,-0.138258961228969,1178,1556,-378
3464,"3517208",Guaiçara,SP,5682,41.957057374164,58.042942625836,-0.160858852516719,2384,3298,-914
3465,"3517307",Guaimbê,SP,3109,50.1769057574783,49.8230942425217,0.00353811514956575,1560,1549,11
3466,"3517406",Guaíra,SP,35533,36.2282948245293,63.7717051754707,-0.275434103509414,12873,22660,-9787
3467,"3517505",Guapiaçu,SP,10646,37.3755401089611,62.6244598910389,-0.252489197820778,3979,6667,-2688
3468,"3517604",Guapiara,SP,9797,58.824129835664,41.175870164336,0.17648259671328,5763,4034,1729
3469,"3517703",Guará,SP,10251,53.116769095698,46.883230904302,0.0623353819139597,5445,4806,639
3470,"3517802",Guaraçaí,SP,4543,36.6718027734977,63.3281972265023,-0.266563944530046,1666,2877,-1211
3471,"3517901",Guaraci,SP,8946,48.4685893136597,51.5314106863403,-0.0306282137268053,4336,4610,-274
3472,"3518008",Guarani d'Oeste,SP,1202,54.9916805324459,45.0083194675541,0.0998336106489184,661,541,120
3473,"3518107",Guarantã,SP,3511,40.1310168043292,59.8689831956707,-0.197379663913415,1409,2102,-693
3474,"3518206",Guararapes,SP,16536,33.3333333333333,66.6666666666667,-0.333333333333333,5512,11024,-5512
3475,"3518305",Guararema,SP,17373,37.1611120704542,62.8388879295458,-0.256777758590917,6456,10917,-4461
3476,"3518404",Guaratinguetá,SP,63995,34.8058442065786,65.1941557934214,-0.303883115868427,22274,41721,-19447
3477,"3518503",Guareí,SP,6356,36.626809314034,63.373190685966,-0.26746381371932,2328,4028,-1700
3478,"3518602",Guariba,SP,20091,47.4839480364342,52.5160519635658,-0.0503210392713155,9540,10551,-1011
3479,"3518701",Guarujá,SP,160484,45.2213304753122,54.7786695246878,-0.0955733904937563,72573,87911,-15338
3480,"3518800",Guarulhos,SP,642934,48.489580579033,51.510419420967,-0.0302083884193401,311756,331178,-19422
3481,"3518859",Guatapará,SP,3993,56.2233909341347,43.7766090658653,0.124467818682695,2245,1748,497
3482,"3518909",Guzolândia,SP,2452,52.8140293637847,47.1859706362153,0.0562805872756933,1295,1157,138
3483,"3519006",Herculândia,SP,4965,40.6847935548842,59.3152064451158,-0.186304128902316,2020,2945,-925
3484,"3519055",Holambra,SP,8802,32.4585321517837,67.5414678482163,-0.350829356964326,2857,5945,-3088
3485,"3519071",Hortolândia,SP,115544,47.2166447413972,52.7833552586028,-0.0556671051720556,54556,60988,-6432
3486,"3519105",Iacanga,SP,6041,34.7293494454561,65.2706505545439,-0.305413011090879,2098,3943,-1845
3487,"3519204",Iacri,SP,3549,34.2068188222034,65.7931811777966,-0.315863623555931,1214,2335,-1121
3488,"3519253",Iaras,SP,2841,55.9310102076734,44.0689897923266,0.118620204153467,1589,1252,337
3489,"3519303",Ibaté,SP,17078,49.3734629347699,50.6265370652301,-0.0125307413046024,8432,8646,-214
3490,"3519402",Ibirá,SP,6469,32.4625135260473,67.5374864739527,-0.350749729479054,2100,4369,-2269
3491,"3519501",Ibirarema,SP,3647,31.3134082807787,68.6865917192213,-0.373731834384426,1142,2505,-1363
3492,"3519600",Ibitinga,SP,29616,35.673284710967,64.326715289033,-0.286534305780659,10565,19051,-8486
3493,"3519709",Ibiúna,SP,39356,34.8358573025714,65.1641426974286,-0.303282853948572,13710,25646,-11936
3494,"3519808",Icém,SP,4366,49.1525423728814,50.8474576271186,-0.0169491525423729,2146,2220,-74
3495,"3519907",Iepê,SP,4512,40.8244680851064,59.1755319148936,-0.183510638297872,1842,2670,-828
3496,"3520004",Igaraçu do Tietê,SP,12394,42.8917218008714,57.1082781991286,-0.142165563982572,5316,7078,-1762
3497,"3520103",Igarapava,SP,13429,52.1036562662894,47.8963437337106,0.0420731253257875,6997,6432,565
3498,"3520202",Igaratá,SP,5977,38.7819976576878,61.2180023423122,-0.224360046846244,2318,3659,-1341
3499,"3520301",Iguape,SP,14672,42.1346782988004,57.8653217011996,-0.157306434023991,6182,8490,-2308
3500,"3520400",Ilhabela,SP,19426,44.1470194584577,55.8529805415423,-0.117059610830845,8576,10850,-2274
3501,"3520426",Ilha Comprida,SP,7584,44.3037974683544,55.6962025316456,-0.113924050632911,3360,4224,-864
3502,"3520442",Ilha Solteira,SP,12908,44.4298109699411,55.5701890300589,-0.111403780601178,5735,7173,-1438
3503,"3520509",Indaiatuba,SP,126080,36.4316307106599,63.5683692893401,-0.271367385786802,45933,80147,-34214
3504,"3520608",Indiana,SP,2975,37.1428571428571,62.8571428571429,-0.257142857142857,1105,1870,-765
3505,"3520707",Indiaporã,SP,2240,50.9375,49.0625,0.01875,1141,1099,42
3506,"3520806",Inúbia Paulista,SP,2259,26.6932270916335,73.3067729083665,-0.466135458167331,603,1656,-1053
3507,"3520905",Ipaussu,SP,7201,38.6890709623663,61.3109290376337,-0.226218580752673,2786,4415,-1629
3508,"3521002",Iperó,SP,14074,49.4813130595424,50.5186869404576,-0.0103737388091515,6964,7110,-146
3509,"3521101",Ipeúna,SP,3918,30.6789178152118,69.3210821847882,-0.386421643695763,1202,2716,-1514
3510,"3521150",Ipiguá,SP,3087,31.162941367023,68.837058632977,-0.37674117265954,962,2125,-1163
3511,"3521200",Iporanga,SP,2132,59.9906191369606,40.0093808630394,0.199812382739212,1279,853,426
3512,"3521309",Ipuã,SP,8276,56.0173997100048,43.9826002899952,0.120347994200097,4636,3640,996
3513,"3521408",Iracemápolis,SP,13289,31.6502370381519,68.3497629618481,-0.366995259236963,4206,9083,-4877
3514,"3521507",Irapuã,SP,3852,29.7507788161994,70.2492211838006,-0.404984423676013,1146,2706,-1560
3515,"3521606",Irapuru,SP,3307,40.5503477472029,59.4496522527971,-0.188993045055942,1341,1966,-625
3516,"3521705",Itaberá,SP,9976,48.4262229350441,51.5737770649559,-0.0314755412991178,4831,5145,-314
3517,"3521804",Itaí,SP,11656,53.2429649965683,46.7570350034317,0.0648592999313658,6206,5450,756
3518,"3521903",Itajobi,SP,8879,26.0502308818561,73.9497691181439,-0.478995382362879,2313,6566,-4253
3519,"3522000",Itaju,SP,2118,37.724268177526,62.275731822474,-0.245514636449481,799,1319,-520
3520,"3522109",Itanhaém,SP,52112,46.3655204175622,53.6344795824378,-0.0726895916487565,24162,27950,-3788
3521,"3522158",Itaoca,SP,2008,57.2211155378486,42.7788844621514,0.144422310756972,1149,859,290
3522,"3522208",Itapecerica da Serra,SP,82089,60.5452618499434,39.4547381500566,0.210905236998867,49701,32388,17313
3523,"3522307",Itapetininga,SP,77353,33.3070469147932,66.6929530852068,-0.333859061704135,25764,51589,-25825
3524,"3522406",Itapeva,SP,52947,38.459213930912,61.540786069088,-0.230815721381759,20363,32584,-12221
3525,"3522505",Itapevi,SP,109736,59.53105635343,40.4689436465699,0.190621127068601,65327,44409,20918
3526,"3522604",Itapira,SP,36806,33.0598272020866,66.9401727979134,-0.338803455958268,12168,24638,-12470
3527,"3522653",Itapirapuã Paulista,SP,2315,60.561555075594,39.438444924406,0.211231101511879,1402,913,489
3528,"3522703",Itápolis,SP,20420,31.0039177277179,68.9960822722821,-0.379921645445642,6331,14089,-7758
3529,"3522802",Itaporanga,SP,19605,65.2078551389952,34.7921448610049,0.304157102779903,12784,6821,5963
3530,"3522901",Itapuí,SP,6885,42.5853304284677,57.4146695715323,-0.148293391430646,2932,3953,-1021
3531,"3523008",Itapura,SP,2310,74.5021645021645,25.4978354978355,0.49004329004329,1721,589,1132
3532,"3523107",Itaquaquecetuba,SP,166643,56.2729907646886,43.7270092353114,0.125459815293772,93775,72868,20907
3533,"3523206",Itararé,SP,22559,38.2907043751939,61.7092956248061,-0.234185912496121,8638,13921,-5283
3534,"3523305",Itariri,SP,6187,39.2112493938904,60.7887506061096,-0.215775012122192,2426,3761,-1335
3535,"3523404",Itatiba,SP,56747,34.077572382681,65.922427617319,-0.31844855234638,19338,37409,-18071
3536,"3523503",Itatinga,SP,9375,42.528,57.472,-0.14944,3987,5388,-1401
3537,"3523602",Itirapina,SP,6956,42.5675675675676,57.4324324324324,-0.148648648648649,2961,3995,-1034
3538,"3523701",Itirapuã,SP,3442,55.3747821034282,44.6252178965718,0.107495642068565,1906,1536,370
3539,"3523800",Itobi,SP,4324,46.7622571692877,53.2377428307123,-0.0647548566142461,2022,2302,-280
3540,"3523909",Itu,SP,83678,36.565166471474,63.434833528526,-0.26869667057052,30597,53081,-22484
3541,"3524006",Itupeva,SP,30566,37.7281947261663,62.2718052738337,-0.245436105476673,11532,19034,-7502
3542,"3524105",Ituverava,SP,19287,41.0846684295121,58.9153315704879,-0.178306631409758,7924,11363,-3439
3543,"3524204",Jaborandi,SP,10451,67.5533441775907,32.4466558224093,0.351066883551813,7060,3391,3669
3544,"3524303",Jaboticabal,SP,34931,36.3946065099768,63.6053934900232,-0.272107869800464,12713,22218,-9505
3545,"3524402",Jacareí,SP,116013,38.2732969580995,61.7267030419005,-0.23453406083801,44402,71611,-27209
3546,"3524501",Jaci,SP,3958,41.510864072764,58.489135927236,-0.16978271854472,1643,2315,-672
3547,"3524600",Jacupiranga,SP,8571,32.6566328316416,67.3433671683584,-0.346867343367168,2799,5772,-2973
3548,"3524709",Jaguariúna,SP,29679,36.1737255298359,63.8262744701641,-0.276525489403282,10736,18943,-8207
3549,"3524808",Jales,SP,25536,32.1937656641604,67.8062343358396,-0.356124686716792,8221,17315,-9094
3550,"3524907",Jambeiro,SP,3416,39.2564402810305,60.7435597189695,-0.214871194379391,1341,2075,-734
3551,"3525003",Jandira,SP,53848,53.4281681770911,46.5718318229089,0.0685633635418215,28770,25078,3692
3552,"3525102",Jardinópolis,SP,20817,35.1779795359562,64.8220204640438,-0.296440409280876,7323,13494,-6171
3553,"3525201",Jarinu,SP,17266,37.565156955867,62.434843044133,-0.24869686088266,6486,10780,-4294
3554,"3525300",Jaú,SP,71019,28.1502133231952,71.8497866768048,-0.436995733536096,19992,51027,-31035
3555,"3525409",Jeriquara,SP,2268,53.8359788359788,46.1640211640212,0.0767195767195767,1221,1047,174
3556,"3525508",Joanópolis,SP,6657,33.5286164939162,66.4713835060838,-0.329427670121676,2232,4425,-2193
3557,"3525607",João Ramalho,SP,2439,47.1914719147191,52.8085280852808,-0.056170561705617,1151,1288,-137
3558,"3525706",José Bonifácio,SP,19173,35.4248161477077,64.5751838522923,-0.291503677045846,6792,12381,-5589
3559,"3525805",Júlio Mesquita,SP,2729,56.4675705386588,43.5324294613412,0.129351410773177,1541,1188,353
3560,"3525854",Jumirim,SP,1657,36.089318044659,63.910681955341,-0.27821363910682,598,1059,-461
3561,"3525904",Jundiaí,SP,218995,36.7136235987123,63.2863764012877,-0.265727528025754,80401,138594,-58193
3562,"3526001",Junqueirópolis,SP,9526,34.1906361536847,65.8093638463153,-0.316187276926307,3257,6269,-3012
3563,"3526100",Juquiá,SP,10092,39.0705509314308,60.9294490685692,-0.218588981371383,3943,6149,-2206
3564,"3526209",Juquitiba,SP,15433,52.0831983412169,47.9168016587831,0.0416639668243374,8038,7395,643
3565,"3526308",Lagoinha,SP,3407,44.9662459641914,55.0337540358086,-0.100675080716173,1532,1875,-343
3566,"3526407",Laranjal Paulista,SP,14644,28.7216607484294,71.2783392515706,-0.425566785031412,4206,10438,-6232
3567,"3526506",Lavínia,SP,2714,47.6418570375829,52.3581429624171,-0.047162859248342,1293,1421,-128
3568,"3526605",Lavrinhas,SP,4338,51.6597510373444,48.3402489626556,0.0331950207468881,2241,2097,144
3569,"3526704",Leme,SP,50060,35.4814222932481,64.5185777067519,-0.290371554135038,17762,32298,-14536
3570,"3526803",Lençóis Paulista,SP,35304,26.0622025832767,73.9377974167233,-0.478755948334466,9201,26103,-16902
3571,"3526902",Limeira,SP,159675,26.8088304368248,73.1911695631752,-0.463823391263504,42807,116868,-74061
3572,"3527009",Lindóia,SP,4141,30.5240280125574,69.4759719874426,-0.389519439748853,1264,2877,-1613
3573,"3527108",Lins,SP,37604,28.5528135304755,71.4471864695245,-0.42894372939049,10737,26867,-16130
3574,"3527207",Lorena,SP,42782,35.1549717170773,64.8450282829227,-0.296900565658455,15040,27742,-12702
3575,"3527256",Lourdes,SP,1332,39.7147147147147,60.2852852852853,-0.205705705705706,529,803,-274
3576,"3527306",Louveira,SP,26501,36.9721897286895,63.0278102713105,-0.26055620542621,9798,16703,-6905
3577,"3527405",Lucélia,SP,9125,37.1397260273973,62.8602739726027,-0.257205479452055,3389,5736,-2347
3578,"3527504",Lucianópolis,SP,1547,50.4201680672269,49.5798319327731,0.00840336134453779,780,767,13
3579,"3527603",Luís Antônio,SP,6686,49.3867783428059,50.6132216571941,-0.0122644331438828,3302,3384,-82
3580,"3527702",Luiziânia,SP,2742,45.2224653537564,54.7775346462436,-0.0955506929248725,1240,1502,-262
3581,"3527801",Lupércio,SP,2422,49.2568125516102,50.7431874483898,-0.0148637489677952,1193,1229,-36
3582,"3527900",Lutécia,SP,1784,48.4865470852018,51.5134529147982,-0.0302690582959642,865,919,-54
3583,"3528007",Macatuba,SP,9231,32.499187520312,67.500812479688,-0.35001624959376,3000,6231,-3231
3584,"3528106",Macaubal,SP,4249,30.0541303836197,69.9458696163803,-0.398917392327607,1277,2972,-1695
3585,"3528205",Macedônia,SP,2537,41.4268821442649,58.5731178557351,-0.171462357114702,1051,1486,-435
3586,"3528304",Magda,SP,1974,44.4275582573455,55.5724417426545,-0.11144883485309,877,1097,-220
3587,"3528403",Mairinque,SP,25718,46.8310132980792,53.1689867019208,-0.0633797340384167,12044,13674,-1630
3588,"3528502",Mairiporã,SP,43677,40.7170822171852,59.2829177828148,-0.185658355656295,17784,25893,-8109
3589,"3528601",Manduri,SP,4860,41.2962962962963,58.7037037037037,-0.174074074074074,2007,2853,-846
3590,"3528700",Marabá Paulista,SP,2105,61.9952494061758,38.0047505938242,0.239904988123515,1305,800,505
3591,"3528809",Maracaí,SP,7776,37.8472222222222,62.1527777777778,-0.243055555555556,2943,4833,-1890
